round_epochs,val_acc,val_loss,loss,acc,activation,optimizer,batch_size,last_activation,hidden_layers,first_neuron,dropout
23,0.38319999993642173,1.7378796367009481,1.8320339859553745,0.3253714286259242,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,128,0.3
15,0.38406666666666667,1.888286886024475,1.854665961919512,0.322800000003406,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,256,0.4
19,0.4776666666666667,1.5492693409601848,1.3373420463289534,0.5266571428162711,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0
11,0.42606666666666665,1.6929331270853678,1.7254065437589372,0.3812857142652784,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,128,0.5
18,0.4357999999841054,1.6177566877365113,1.6785202867507936,0.398999999993188,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.3
19,0.4852666666984558,1.4869002978642782,1.3870350554602486,0.5086857142652784,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0.1
8,0.43033333333333335,1.6186756103515625,1.5831103868484497,0.44042857142857145,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,512,0.1
15,0.3952000001430511,1.7307818482081094,1.8417140214647565,0.32805714284351895,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,256,0.5
15,0.4163333333492279,1.6742574026107788,1.554789853313991,0.45162857140132356,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0
11,0.45113333333333333,1.5781237480163575,1.538628318977356,0.4559714285646166,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.1
17,0.4024666667461395,1.7452949073791504,1.809508997617449,0.3452857143538339,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0.5
13,0.4236666666507721,1.6415984186808268,1.5378011247634888,0.45662857140132357,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0
20,0.4718000000635783,1.4822084945042928,1.5196750357491629,0.46151428578921727,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,1,256,0.4
8,0.3487333333492279,1.8041877253214518,1.8544625832693917,0.3159142857347216,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0.2
12,0.4547333333333333,1.5713367645263672,1.5436877554212298,0.4506571428639548,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.3
17,0.4077333333015442,1.6719935118993123,1.7384415824617658,0.3724857143061502,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,256,0.3
31,0.42293333331743876,1.6506791891733805,1.7427310713631765,0.36902857142857143,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,256,0.4
18,0.4756,1.518557418314616,1.3595950638089862,0.5157428571428572,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0
13,0.46080000003178917,1.5498922674179076,1.5214458137239728,0.4642571428094591,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.3
19,0.4766666666666667,1.5084670644760132,1.4835892094475882,0.47200000000681197,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.2
19,0.47460000003178915,1.5031692115147908,1.5427820754459927,0.4511142857210977,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.3
23,0.4019333333333333,1.8910850568771362,1.8057701292582922,0.3409142857040678,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.5
30,0.46906666657129925,1.5218335149765014,1.5764255652563912,0.44179999994550434,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,128,0.5
12,0.44179999996821084,1.5733048182169596,1.6473004923684256,0.4097428571496691,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.4
22,0.4774666666825612,1.5618023911794026,1.3457732230867658,0.5248571428639548,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,512,0
27,0.4658666666825612,1.5221397638956706,1.5000706608636039,0.46640000002043586,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0.2
10,0.31906666668256123,1.8764471408208212,2.0196494529179163,0.23111428570406778,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0.5
28,0.4576,1.5349028820037842,1.5514142984390258,0.4468571428503309,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0.2
21,0.41233333325386046,1.670027624130249,1.7781416415350777,0.3571714285373688,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,512,0.5
12,0.4650666666666667,1.5318095585505167,1.3937643939699444,0.5077999999318804,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0
7,0.43626666668256125,1.616494721476237,1.5735027921949114,0.4395428571496691,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,512,0.1
22,0.4775333333651225,1.525714974784851,1.3604189519882202,0.5204285714694432,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,256,0
16,0.4556666666507721,1.5437280407587688,1.552809575516837,0.4503428571292332,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,512,0.2
20,0.385799999888738,1.7379871028264364,1.8577718070438929,0.31791428569384983,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,256,0.5
14,0.46386666669845583,1.5463076871871948,1.5281936579568045,0.4564285714149475,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0.2
10,0.3413999999841054,1.8391598302841186,1.964648876789638,0.2641714285509927,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.5
18,0.41906666666666664,1.6233095471700032,1.7318661646706717,0.37259999999318805,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,512,0.4
19,0.4222,1.6358517614364625,1.7271215003694806,0.37879999999318803,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.4
25,0.42493333331743877,1.6395063807169596,1.7590259826660157,0.36902857135363987,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,512,0.5
12,0.45806666668256124,1.5464173126220704,1.447232523890904,0.48622857144219533,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0
18,0.4575333332538605,1.5581138676961264,1.4590128992080689,0.48328571428571426,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,256,0
23,0.4706666666507721,1.4958579787572226,1.4464590286799839,0.4905142857347216,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,256,0.1
13,0.4479999999682109,1.5716438378016153,1.608196150289263,0.4304857142857143,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.5
18,0.41586666666666666,1.6974728287378946,1.7672111222948348,0.36091428570406775,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0.4
14,0.32520000001589455,1.931661655108134,2.0260896985462735,0.22531428570747375,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.5
19,0.45679999996821086,1.5551789916992187,1.6033864756992886,0.42777142859186446,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,1,128,0.4
26,0.5073333332856497,1.4523063807169596,1.18701529410226,0.5815428571837289,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,1,512,0
19,0.4774000000317891,1.5264139224370321,1.3019799085072108,0.5342857142789024,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,1,256,0
23,0.45020000001589455,1.5780318536758422,1.6325484492165703,0.4168857142993382,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0.3
19,0.47579999990463256,1.4905969106038413,1.4319338611330306,0.49425714297975815,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.1
25,0.4515333333174388,1.6221667254765828,1.5369555640084402,0.45337142859186447,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0.1
26,0.45426666669845583,1.5375803440729776,1.6218794930866787,0.41742857140813555,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,256,0.5
17,0.465800000111262,1.5203451070785523,1.455651844079154,0.4857714286940438,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.1
7,0.3787333333333333,1.7102403584798178,1.743322723552159,0.3660571428707668,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0.1
25,0.38946666668256125,1.7111349535624185,1.8190782060078212,0.3328571428639548,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.3
26,0.4723999998728434,1.5031242109298706,1.498561333465576,0.4675142857687814,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.2
16,0.4436000000317891,1.5771035438537597,1.6961388091223581,0.3893714285509927,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.5
18,0.48446666666666666,1.844148035176595,1.4171124797548567,0.4969428571156093,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.2
25,0.49019999985694884,1.4514886006037395,1.4283672005244663,0.49497142851012094,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,256,0.3
8,0.43200000001589456,1.6002280881881714,1.64781053578513,0.4138285714490073,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0.4
19,0.46859999996821083,1.5471372942606607,1.5378442492621285,0.450057142836707,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.4
11,0.3978666666507721,1.7034077402114869,1.7522290249143329,0.3673428571360452,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0.2
23,0.47226666666666667,1.5453377059300741,1.3230071467808315,0.5331428571428571,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0
26,0.5033999999523163,1.4279944067001342,1.2765857397624425,0.5495142858232771,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.1
26,0.4052000000794729,1.6826619652430217,1.7561637950079783,0.3604571428843907,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,256,0.3
21,0.41533333336512246,1.6708529146194457,1.7145587975910732,0.38008571427209037,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0.2
20,0.45619999998410543,1.5639920554478963,1.5915349083491734,0.4307714285646166,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.4
15,0.4402666667461395,1.5871682760238648,1.652452131162371,0.4113428570883615,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.3
15,0.4754000000317891,1.5651105622609456,1.344815204702105,0.5239714285714285,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,256,0
26,0.3897333333651225,1.736484816233317,1.8242114884785243,0.32677142855099267,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0.3
25,0.4812,1.4780697732289632,1.3753235986437116,0.5089999999795641,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0.1
18,0.38673333331743875,1.712570788637797,1.8501532015936715,0.3175142857210977,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,1,512,0.5
18,0.4188666665871938,1.6920794799168906,1.7077177453722272,0.38551428567341395,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,128,0.2
17,0.3840666666507721,1.7145682779312135,1.7836929112843105,0.3499142857210977,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0.2
15,0.42753333331743876,1.614873819033305,1.6036419830049786,0.4293142857142857,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,128,0.1
20,0.4648666666507721,1.5376907949447631,1.4904863051005772,0.4673714285646166,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,512,0.1
12,0.4605999999682109,1.602852817853292,1.5417462099075316,0.4500857142448425,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0.2
16,0.43360000001589455,1.603544785372416,1.6815234564372472,0.3955428571496691,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,256,0.5
15,0.47626666668256123,1.513529377937317,1.4013773116247994,0.5029714285646166,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0
20,0.49400000009536743,1.4655940732955932,1.3975482642582484,0.5058000000272478,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.2
16,0.4635333333651225,1.535946181233724,1.5078266714368547,0.4620000000204359,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,256,0.3
21,0.3930666666507721,1.7392434940973918,1.7969590717315673,0.34519999999318807,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,128,0.3
22,0.47946666669845583,1.4951939977645874,1.439203305871146,0.4907142856870379,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,128,0.2
29,0.4673333334604899,1.556887777519226,1.5173234262193953,0.4657428572177887,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0.2
18,0.4767999999682109,1.5120051880518595,1.4369843422480992,0.48942857142857144,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,128,0.1
11,0.42286666666666667,1.6317913025538127,1.576133473941258,0.44005714287076675,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0
14,0.3166666665712992,1.9037465293248494,2.0374211326054166,0.22425714289120266,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,128,0.5
19,0.452066666730245,1.5552755112965901,1.4838398542676654,0.4776571429048266,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,128,0
14,0.3824666666666667,1.8746719345728555,1.8647202082225254,0.3102857142857143,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.4
12,0.4540666666507721,1.558292101097107,1.449984786088126,0.48754285715648105,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0
10,0.41413333330154417,1.651199219195048,1.7561397563661847,0.3740857142789023,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0.5
13,0.409399999888738,1.6614218962351481,1.7119449390956334,0.38411428568022593,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.2
20,0.4728666666825612,1.5090138405481974,1.4822969920839582,0.4692571428571429,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0.2
20,0.4774000000317891,1.558679747390747,1.381100097165789,0.5099714285850525,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0
9,0.42539999998410544,1.6023284227371215,1.6012662434169225,0.42837142855780463,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,128,0.2
24,0.49940000009536745,1.4548036155700683,1.3704107651029314,0.518257143007006,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,1,256,0.2
21,0.4556666666825612,1.5602161778767905,1.5574039551326206,0.4451714285509927,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0.1
9,0.3709333333174388,1.7551679547627768,1.821792477934701,0.3344571428707668,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.3
18,0.4726666666666667,1.5179168567021688,1.469547489302499,0.476142857163293,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.2
16,0.3094,1.9203120431900025,2.017102409199306,0.23099999998978207,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0.4
13,0.37379999996821084,1.75836552734375,1.899447162628174,0.2975142857176917,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.4
15,0.37920000001589454,1.7508921116511027,1.887833758681161,0.3011428571224213,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.5
11,0.4506666666507721,1.6126053741455078,1.5610294507162912,0.44562857143538337,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.3
12,0.4535333333492279,1.5712176794052124,1.4169612484795706,0.4976571428503309,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,256,0
20,0.47566666661898294,1.4945554582595826,1.5005813390186855,0.47094285714285716,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,1,128,0.3
21,0.45599999992052714,1.5511327275594076,1.546775851740156,0.45197142870766777,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.2
22,0.4147333334287008,1.6982135930379232,1.7944729299817765,0.34594285707473754,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.5
29,0.4928000000158946,1.5040600867589315,1.2724309663227626,0.5530571427617754,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,512,0
10,0.4486,1.5347081155776978,1.5501420444216047,0.44659999999318806,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0.2
22,0.47526666666666667,1.5108829369862875,1.5320075377055578,0.4520285714149475,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,1,128,0.3
17,0.4906,1.4704468207041423,1.2796128331320626,0.5447714286123003,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,0,512,0
23,0.4689333332379659,1.5536848344167073,1.3797366607666015,0.5138857144083295,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,256,0
12,0.4494666666666667,1.5807252029418946,1.49220060509273,0.4704285714217595,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,1,256,0
21,0.45879999996821086,1.5513277952194213,1.4255394707815987,0.4972285714830671,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,256,0
10,0.313,1.898472504234314,2.0191335564204627,0.2290857142652784,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0.4
23,0.4659333334445953,1.514128822072347,1.4603064592088972,0.4823142858505249,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,256,0.1
12,0.42539999998410544,1.6527126783370971,1.5640769737516131,0.4474,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0
23,0.4593333331902822,1.5767927935918171,1.6025438182558331,0.4304285714490073,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,1,128,0.5
15,0.4592666666825612,1.5542049695332845,1.5570308382579259,0.44222857140813554,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,1,512,0.3
17,0.4600666666348775,1.5330359963734945,1.5899583175931657,0.4344571428162711,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,256,0.5
24,0.4579333333651225,1.5449503315607707,1.6042230018070767,0.4236571428775787,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0.5
10,0.4384666665871938,1.6250708918889363,1.601057454245431,0.4334857143538339,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.2
17,0.4766666666666667,1.4917557024002075,1.424608791242327,0.4938285714149475,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,512,0.2
25,0.4784,1.5487308774312338,1.3290682526997157,0.5259428571156093,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0
15,0.4449333333492279,1.5739739559173584,1.5834061482293265,0.43919999993869235,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.4
29,0.4957999999523163,1.442629075304667,1.400416241318839,0.5070000000476838,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,128,0.2
19,0.4767999999682109,1.5260349400838216,1.377753099468776,0.5135142856938498,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0
20,0.4770666666666667,1.5379538584391277,1.3512663264955793,0.522114285673414,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0
13,0.4409333333174388,1.616413840230306,1.66900926827022,0.40308571429252626,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0.5
15,0.3980666666666667,1.7382264979044597,1.8116749840055193,0.3378571428503309,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,256,0.4
28,0.4861333333333333,1.5441084100723266,1.318704992539542,0.5327142857415336,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,256,0
17,0.46253333344459535,1.5250196744918822,1.433366739491054,0.4928857142448425,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,256,0
20,0.44319999996821086,1.5739119865417481,1.5987767645699638,0.4311999999863761,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.2
26,0.3187999999841054,1.9673228058497112,2.0617720198495046,0.21297142857142856,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0.5
14,0.44700000001589457,1.5951885445276897,1.4999272555487497,0.466257142836707,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0
23,0.4777333333492279,1.5405996633529664,1.514599322101048,0.4585428571360452,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,128,0.3
15,0.47599999996821085,1.5921027086893718,1.4861758777618408,0.4700285714285714,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,512,0.2
23,0.46606666668256125,1.5195833739598592,1.3815876190458025,0.5081142857279096,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,256,0
17,0.4456000000317891,1.5850837027867635,1.595784434046064,0.4261999999863761,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.2
14,0.4392666666666667,1.5890310702641806,1.6292192811420985,0.41191428570747374,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.2
17,0.4663333333651225,1.5226050044377646,1.4097681871141705,0.500599999986376,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,256,0
24,0.4550000000158946,1.5788869422912597,1.645186061831883,0.40977142857142856,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.5
18,0.4252000001271566,1.6311850905736287,1.6740844978604998,0.3998571429320744,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,256,0.2
10,0.39160000001589457,1.7076293797810873,1.7689507576806205,0.3576571428775787,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,128,0.2
7,0.4349333333015442,1.6096902850468953,1.5721412959235055,0.43785714284351895,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0.1
18,0.46379999985694886,1.5296661596934,1.4663025565556118,0.48211428575515747,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.1
27,0.4292666666666667,1.6493323848088581,1.7393691923413959,0.3713428571564811,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,512,0.4
20,0.4878666666984558,1.4507755957921347,1.3904490569523402,0.508857142829895,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.2
13,0.44226666668256126,1.5664663787841797,1.576578579194205,0.4385714285646166,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,256,0.1
18,0.4315333333333333,1.6100898344039918,1.6929942892347063,0.39151428570747376,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0.3
19,0.3894666666507721,1.7264026424407959,1.7891360518591743,0.34311428578921727,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,128,0.3
9,0.43106666666666665,1.6122503059387208,1.681597082083566,0.4021714285782405,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0.5
11,0.24986666665871937,2.0548306208292644,2.1253633377620154,0.17108571428230832,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,128,0.5
19,0.45653333333333335,1.573420010503133,1.6089751940046038,0.4225714285714286,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,512,0.5
8,0.3456666666666667,1.8359802540461223,1.9326210039956229,0.27925714287757875,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,256,0.4
17,0.3526666666666667,1.861175338745117,1.9780607030596051,0.261200000006812,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,128,0.5
14,0.465200000111262,1.5913177932739258,1.491697474207197,0.47205714280264716,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,256,0.2
11,0.36626666661898294,1.7968217120488486,1.898905462864467,0.2994000000544957,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,128,0.4
25,0.4369333333015442,1.6204544313430786,1.7046790905816214,0.38905714284351894,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0.4
