round_epochs,val_acc,val_loss,loss,acc,activation,optimizer,batch_size,last_activation,hidden_layers,first_neuron,dropout
18,0.4209333333015442,1.6467381546020508,1.7304139298847743,0.37845714287757876,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.4
15,0.45586666668256126,1.5306213165283202,1.5502499768938338,0.4504857142993382,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,0,128,0.3
15,0.392,1.7249031462987263,1.8374151842389788,0.3293142857347216,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.5
25,0.4809333331902822,1.4823663731892904,1.5406491462979999,0.45482857138769966,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,1,256,0.5
8,0.3458,1.820093216196696,1.9314281232561383,0.2821714285714286,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,256,0.4
20,0.4827333333492279,1.49303211517334,1.4962403881345476,0.47185714287757874,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,128,0.3
8,0.44139999998410545,1.563771209526062,1.5493380481447492,0.44628571430615016,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,256,0.1
16,0.4724666666348775,1.565192046292623,1.3581800473894392,0.5218571428435189,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,256,0
19,0.40393333334922793,1.680323294321696,1.6869199601854596,0.397457142829895,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,128,0.1
8,0.3332666666825612,1.8740198483784993,1.99028238394601,0.25137142856121064,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.5
11,0.4642,1.5306182818730671,1.411039994430542,0.5000285714081355,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0
14,0.3784000000158946,1.7246947987238566,1.8468441319874356,0.3222285714353834,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,256,0.4
25,0.4795333333333333,1.479342991065979,1.4861760056359428,0.46688571429933823,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.3
13,0.4188666666507721,1.6526513809839884,1.7219884397234235,0.38054285712923325,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0.3
23,0.4898000000158946,1.5183572649002075,1.4074786841256277,0.4994857142789023,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,256,0.2
15,0.45020000001589455,1.5421672384262084,1.6377280999864852,0.41605714286395484,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,0,512,0.5
23,0.43900000003178913,1.600273427327474,1.6639894959858486,0.4017142857483455,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,256,0.3
14,0.3788000000158946,1.7727036282221476,1.8848075192860194,0.3072285714490073,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0.5
16,0.44173333334922793,1.5799198729197184,1.6466673870904105,0.41368571428571427,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,128,0.5
12,0.4629333333492279,1.5445690923690796,1.4111961924416678,0.4988857142789023,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0
22,0.3549333334445953,1.835971777598063,1.9668131528854371,0.2661142856461661,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,128,0.5
12,0.4401333333492279,1.628370123799642,1.6371927200317382,0.4131428572177887,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.5
21,0.4159333333333333,1.6650335987726848,1.7755332518986293,0.354257142836707,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.4
12,0.4217333333969116,1.644079898262024,1.6455573932647705,0.41400000002043585,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,256,0.1
12,0.44713333336512245,1.5594895868937175,1.6105195288249425,0.4252000000136239,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0.3
25,0.48646666663487753,1.478202755800883,1.3511246032169888,0.5208857142584664,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0.1
21,0.49380000009536745,1.4729028866449991,1.2644968058177404,0.5531714284760612,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,1,512,0
22,0.4872,1.468821740659078,1.4470285130092075,0.48285714284351894,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.3
15,0.44166666666666665,1.594541535504659,1.576630342919486,0.43514285716329304,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.1
24,0.47699999996821085,1.4970507351557414,1.4897629286357335,0.4656857142652784,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.4
24,0.40066666668256123,1.6980022364298502,1.7988196393694196,0.3421428571564811,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0.3
19,0.46066666652361554,1.5461009101867675,1.5390947136197772,0.45105714287757875,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,512,0.2
12,0.3688000000158946,1.7887485511779786,1.9017243079049246,0.2976,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0.5
18,0.49419999985694885,1.4900639280319214,1.3857316495622907,0.5105714285441807,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0.1
27,0.4667333333015442,1.5288582620620728,1.3998037940434047,0.5098857142925263,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,128,0
28,0.4925333331902822,1.4518414169311524,1.4039229048047748,0.5011428571837289,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,256,0.3
17,0.4615333333651225,1.5639765873591105,1.474288367162432,0.47631428570747375,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,512,0.1
9,0.4164,1.6605323602676392,1.6974368490219116,0.3920857142652784,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0.2
26,0.4942666665236155,1.4662685934066773,1.2532500655855452,0.5562571429116385,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,256,0
19,0.43266666668256126,1.6033442296981812,1.6543633387156895,0.4028,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,1,256,0.2
16,0.45180000003178916,1.5604467487970988,1.625437641470773,0.42028571429252626,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0.4
21,0.4423333333492279,1.5789900475184122,1.641155051967076,0.4090571428503309,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,1,512,0.3
25,0.44233333333333336,1.5642644779205321,1.5579745895385742,0.4415714285578047,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,256,0.1
18,0.46733333336512245,1.5688570241928101,1.3820281401497978,0.5088857142652784,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,1,128,0
7,0.33766666668256123,1.8508299576441447,1.9386969252722603,0.28160000000681196,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,2,256,0.5
13,0.4584666666348775,1.5426831988016765,1.5117469021933418,0.46499999997275215,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,256,0.2
17,0.38139999998410545,1.7452458747227986,1.877476793043954,0.3088857142789023,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,512,0.5
18,0.44766666677792866,1.5555529635111491,1.6290137818200248,0.41979999997275214,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,128,0.5
14,0.4668,1.5748887122472128,1.4175909031731742,0.49682857138769965,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0
20,0.4513333333333333,1.5852065398534139,1.539812469945635,0.45074285714285717,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,256,0.1
41,0.49293333333333333,1.4559336990992229,1.3879933841432843,0.5097714285714285,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0.3
7,0.3424,1.8494621821085613,1.9235670954568045,0.2874857142857143,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,0,128,0.3
11,0.4510666666507721,1.5551728841781616,1.5611513553891863,0.44574285715648104,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0.2
14,0.46126666673024497,1.5337399663289388,1.54729869354793,0.45051428563935414,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.4
13,0.4469999999682109,1.5746694140752158,1.6139968621390206,0.42771428572790965,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,1,512,0.5
19,0.4398666667461395,1.581134427833557,1.570358377293178,0.4402857142175947,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.1
27,0.4857333332538605,1.4854485509872437,1.4150053161893572,0.5002,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,128,0.2
12,0.35806666661898295,1.8159905898412068,1.9178617995398386,0.28991428574153355,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,256,0.5
12,0.41633333347638446,1.6679186182022094,1.673332680102757,0.4031999999727522,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,128,0.1
24,0.4713333333015442,1.5007973527908325,1.5681609080995833,0.44145714287076676,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.5
21,0.48466666668256125,1.4934198589960734,1.5190920697620938,0.4596571428639548,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.4
11,0.4459333333651225,1.5985330644607545,1.6351649994168962,0.41514285712242127,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,128,0.4
31,0.49799999985694887,1.486133373896281,1.2467201057979038,0.5641428571973528,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0
18,0.4166666666666667,1.668109636370341,1.7369965008871895,0.3693142857142857,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,256,0.3
12,0.425,1.6028861625671387,1.6495015199661256,0.40705714286395484,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0.4
25,0.48106666666666664,1.4948134457906088,1.500329665538243,0.46422857144219537,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,128,0.3
18,0.4116666666984558,1.693802025413513,1.7868974333354406,0.3546571429116385,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.5
19,0.47026666663487754,1.5193211914698284,1.3684751091275897,0.5165714286054883,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,128,0
14,0.4650666666666667,1.5065753793080647,1.4477285199574061,0.48417142853055684,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,0,256,0.1
17,0.4650666666666667,1.5142255497614543,1.5037361114229475,0.4683714286123003,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,256,0.3
19,0.4473333333015442,1.5768000452041626,1.6236404730933054,0.42617142855780465,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0.3
6,0.3058666666507721,1.9294389632542928,2.023483189174107,0.23817142857824053,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,256,0.5
17,0.48953333328564963,1.480401039505005,1.398773686000279,0.5048285714353834,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,1,512,0.1
11,0.4263999999364217,1.6379395188649495,1.5350652403150287,0.4600000000136239,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,128,0
14,0.4290666666507721,1.6053548601150514,1.7021093166896275,0.3859142857176917,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.5
13,0.4235333333333333,1.6445728310267131,1.6373039916447232,0.4150857142652784,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,128,0.1
12,0.4552000000317891,1.5511940699895224,1.56399794216156,0.4412285714490073,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,256,0.3
20,0.4735333333333333,1.498472858874003,1.5096037244796754,0.46245714286395484,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0.3
9,0.4236666666507721,1.6175074366251627,1.6453485331671578,0.40791428569384985,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0.3
24,0.4812666666666667,1.4901448353449505,1.4954248572758266,0.4678285714217595,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0.4
5,0.19853333333333334,2.123678583908081,2.17625231753758,0.14454285714456014,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,128,0.5
17,0.46326666666666666,1.5349933850606283,1.4810229943956648,0.47259999997275215,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.1
17,0.4220000000635783,1.6504292181015014,1.6866707329068864,0.39348571431296214,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,0,128,0.2
13,0.35193333331743876,1.8636099657694498,1.9646329102107456,0.2628857142857143,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,128,0.4
18,0.4517333333333333,1.5407177218119303,1.6083710319246565,0.42282857142175945,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0.5
11,0.3942666666825612,1.702014817873637,1.8112352711541313,0.3394857142993382,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0.4
33,0.49546666641235354,1.448634062131246,1.3548594829831804,0.5227142856870379,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0.1
14,0.3681333333333333,1.7844484242757161,1.9050931857790265,0.2981142857142857,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,256,0.5
22,0.48973333333333335,1.4940670513788858,1.3664246391841344,0.5134285714421953,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,256,0.1
22,0.41720000007947283,1.682604797299703,1.7649890974862235,0.3634285714762551,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,256,0.4
21,0.394,1.7066598466873169,1.8204909855161395,0.3346571428571429,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0.4
4,0.20773333333333333,2.116857945760091,2.18263208694458,0.15002857143878937,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,1,128,0.5
19,0.417,1.6389322544733684,1.6626144938332694,0.3998285714285714,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.1
9,0.4509333333651225,1.6014291958491007,1.4826915747506277,0.4742285714149475,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0
12,0.4196,1.620111901283264,1.6970331436157227,0.3952571428707668,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,512,0.3
13,0.43953333333333333,1.5961435391108194,1.6451957658495222,0.41034285712923324,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,256,0.5
12,0.39726666666666666,1.6989861557642618,1.7436827082225255,0.3656285714353834,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.2
16,0.3916666666825612,1.7071538805007935,1.797741736657279,0.34191428569384985,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,128,0.3
22,0.4455333333492279,1.593663185373942,1.636541462653024,0.4159714285918644,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,512,0.3
25,0.48726666668256124,1.4768636056900024,1.4355929497037616,0.4896571429661342,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,256,0.3
26,0.4928666666666667,1.5136539981206258,1.240818309674944,0.5621428571019854,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0
12,0.4514666666507721,1.556363442802429,1.548628417124067,0.44994285711560933,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,256,0.3
18,0.47013333319028217,1.5125255873998007,1.5307253382274082,0.45414285717691694,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,256,0.4
25,0.4870666666348775,1.5039957949320475,1.3722564328329905,0.5144857143265861,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,0,128,0.1
46,0.49500000001589456,1.4556347228368123,1.4594768260410853,0.4789714285646166,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0.4
21,0.4308666666666667,1.6375415932337443,1.7241726871218,0.3787142857006618,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,512,0.4
17,0.48533333336512247,1.4674292512893676,1.3657843808037895,0.5134285714013236,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,2,512,0.1
13,0.34373333331743877,1.8419605456034343,1.964602092579433,0.26588571427209035,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,256,0.5
31,0.502466666507721,1.4281074228286743,1.3033553847994124,0.5410285715511867,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,128,0.1
24,0.4122000000158946,1.6828424400965372,1.7276374534879413,0.37494285712242126,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,128,0.2
16,0.46873333333333334,1.5035567548751831,1.503471561377389,0.46362857142857145,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,256,0.2
21,0.45506666663487755,1.5368342948277791,1.6004241683687483,0.42654285712242124,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,128,0.4
18,0.3072000000158946,1.927360333442688,2.054873922239031,0.21360000000681195,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,128,0.5
17,0.4477999998728434,1.5778129494984945,1.635275661931719,0.41834285708836144,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,512,0.3
16,0.40019999987284344,1.697873143641154,1.8101680983952113,0.3490857142993382,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,1,512,0.5
15,0.4674666666984558,1.5283858399709065,1.4622043350219727,0.4800571428503309,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.1
15,0.4545333333492279,1.5353997118632,1.5408578779493058,0.4492285714149475,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,128,0.2
13,0.4032666666825612,1.7128385905583698,1.7550852954864502,0.36517142858505247,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.3
16,0.47039999985694886,1.538515362739563,1.5148056551524571,0.4629714286259242,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,0,512,0.4
15,0.4699333333333333,1.517287538655599,1.5035964669091362,0.46088571424484254,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,256,0.2
18,0.4448666666984558,1.5794633616765341,1.68454010887146,0.39845714284351896,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,2,512,0.5
14,0.45953333333333335,1.527564278157552,1.4719663137435912,0.47917142855780465,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0.1
17,0.46659999985694883,1.533165511639913,1.560082680974688,0.4445999999727522,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,512,0.5
10,0.44693333333333335,1.5788482391357421,1.553461425944737,0.44568571429933823,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.2
17,0.4274666666507721,1.6386856521606445,1.5424872543879917,0.45362857140813556,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,128,0
10,0.3379999999841054,1.8927020566940307,1.9894348764419556,0.2488285714353834,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,1,256,0.5
27,0.4915333333333333,1.459891613260905,1.4457962638582502,0.4844857142993382,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0.4
11,0.45239999985694884,1.5647022588094075,1.5234762256349836,0.463371428503309,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,128,0.1
20,0.4642666666825612,1.561439963022868,1.5005276145390103,0.46725714285714287,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0.1
15,0.48346666661898297,1.5037902348836263,1.4123609637669154,0.50328571434021,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,0,512,0.1
29,0.4562666666825612,1.5633072014490763,1.4464655393327985,0.49108571430615017,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0
15,0.4348666666984558,1.6021615968704224,1.5696657836096628,0.4425142857210977,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,128,softmax,0,256,0.1
17,0.48599999996821086,1.4797329854329426,1.2968944578715733,0.5395428571019854,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,0,512,0
22,0.47380000001589456,1.5373256627400715,1.5738148261751448,0.4408857142652784,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,1,512,0.4
6,0.2978666666507721,1.9109262995402019,2.0244540897369383,0.24008571421078273,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,256,softmax,0,128,0.4
17,0.48473333307902017,1.4809123737970988,1.3399380450384957,0.5271142857960293,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,1,256,0
17,0.4225333333333333,1.6475043165206908,1.6972275723866055,0.3856285714149475,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0.3
16,0.3307333333492279,1.8867289079666139,1.975863224683489,0.27205714285714283,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,128,0.3
12,0.4575333333651225,1.5732738779703777,1.5773924057824271,0.4356571428435189,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0.3
24,0.46259999985694883,1.5305452750523885,1.583662381717137,0.43599999993188043,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.5
15,0.39206666657129924,1.7226439671198528,1.8198633529935564,0.3346571427822113,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,1,256,0.4
16,0.4732666666984558,1.528411399714152,1.3934450548171997,0.5044285714285714,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,0,128,0
21,0.4972666665236155,1.4499454716364544,1.2887121923991611,0.5455142858232771,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,2,512,0
18,0.4116666666507721,1.6805763310114543,1.674991218648638,0.39757142854418076,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,2,128,0.1
20,0.44339999998410545,1.6279028230667114,1.5133298264912196,0.46005714284351895,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,128,0
19,0.40773333333333334,1.6722103205362955,1.7674715619495938,0.35734285714285713,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,1,256,0.3
17,0.3576666665554047,1.8478195172627767,1.9366907402311053,0.27788571427890235,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,256,softmax,2,128,0.4
20,0.48306666673024495,1.5223979083379109,1.3944758311952863,0.5054000001362392,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,1,128,0.1
22,0.4271999999841054,1.667199790763855,1.6674120610100882,0.39945714284351896,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.2
17,0.4718666666825612,1.537003005917867,1.3685933615275792,0.5128000000136239,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,1,512,0
19,0.485,1.469468558883667,1.4444100841522216,0.48851428565979005,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,256,softmax,2,512,0.3
17,0.4245333333333333,1.6216740198135375,1.661130716078622,0.4011142857347216,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,2,256,0.2
17,0.4392000000158946,1.5895686089197794,1.6180059344972884,0.41894285715648105,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Nadam'>,64,softmax,0,512,0.2
19,0.4799333333333333,1.5508200556437175,1.3500647596359252,0.5229142857142857,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0
8,0.4182666666666667,1.6605223875045776,1.5595894449778966,0.44645714285714283,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,64,softmax,0,256,0
18,0.46773333333333333,1.5293436127344768,1.5433995077133178,0.4478571428775787,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Adam'>,64,softmax,2,256,0.3
24,0.3456666666666667,1.894246955426534,2.009080826023647,0.23740000002043588,<function relu at 0x7fbfe1300268>,<class 'keras.optimizers.Adam'>,128,softmax,1,128,0.5
15,0.4757999999682109,1.495378841972351,1.3382609763826643,0.5265142857415336,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,128,softmax,2,512,0
20,0.485200000111262,1.4854435983022054,1.4352223774228776,0.4905142857551575,<function elu at 0x7fbfe1300048>,<class 'keras.optimizers.Nadam'>,256,softmax,1,512,0.3
